id,speed
0,49.4728844453
1,46.888804318500014
2,35.36251305939996
3,27.974513328499988
4,38.51832049700001
5,28.756936255399996
6,20.16483236340002
7,48.52345589929996
8,47.12371611210002
9,31.68541784450002
10,32.76732560799999
11,24.3627510675
12,23.96703885370001
13,23.42124586660002
14,23.778339962499995
15,33.59669229180001
16,41.287452364900034
17,46.66182449500002
18,48.355948558200026
19,49.04823973829996
20,47.2381466285
21,44.22623705529997
22,19.70199441519999
23,34.74044873309999
24,29.990742548999997
25,21.735540791500007
26,23.29633657400002
27,22.75093323360001
28,19.170507928070016
29,14.221281422840004
30,24.312762458199998
31,46.321082223100014
32,49.078506772500006
33,31.474497057500024
34,35.335400394299995
35,30.554739907999974
36,19.17142537550001
37,21.31755986030001
38,45.53098425430002
39,40.38868485580005
40,44.07774316890002
41,48.36655910530005
42,48.74412543880001
43,43.03676767250001
44,17.649597656800026
45,18.64157342590002
46,17.78712881169999
47,10.13405202033001
48,44.22286353040002
49,48.443380499999996
50,48.35888689399999
51,26.540880131299986
52,18.97348181080001
53,20.02407338840002
54,17.91175666879998
55,22.720338866510016
56,13.547841786699992
57,18.68191686079999
58,30.695031973400027
59,35.93778601880006
60,40.96476126720001
61,39.744070985299984
62,40.41472265830001
63,41.82611952080002
64,44.30271680100002
65,47.86925586800002
66,47.27004547700003
67,46.2142088756
68,43.13170194670004
69,28.414541686300005
70,28.16079190550002
71,22.02858711360001
72,20.9613758929
73,22.597353034199998
74,14.66154910170001
75,12.193441051490005
76,44.86979841010007
77,41.76236106560005
78,45.97566024970002
79,47.30925335200001
80,12.567579201600005
81,17.071109769160003
82,25.22793746970001
83,17.088068013399983
84,14.711156891399991
85,14.52287838566
86,20.4104904545
87,36.91945854959995
88,43.987519969900006
89,38.329569655500066
90,48.968536337000025
91,48.64435138139996
92,47.61816784119992
93,47.00351425539997
94,27.185879027000006
95,14.791239690300007
96,22.025651363600012
97,9.52356910677001
98,10.180751845030015
99,20.951926226199994
100,39.55926861540005
101,46.75943127500002
102,15.094847332300018
103,16.77558693830001
104,16.82563575499998
105,43.71122948400002
106,34.99699526309997
107,48.69546936129996
108,43.3009846978
109,17.051183568299987
110,8.04284029802
111,10.066919757790009
112,19.029433128500013
113,33.55904452419998
114,35.98093202189999
115,47.65682835280001
116,49.55066198359999
117,41.20113250059994
118,23.47844067849998
119,23.2848669463
120,17.753853487099992
121,18.583418196449994
122,30.918241030300006
123,46.63602859529997
124,46.996373773499954
125,39.136049305300055
126,37.657685977599975
127,31.8422803339
128,44.130959095199934
129,39.124122007099956
130,48.405178707400026
131,46.315768325700056
132,45.810984796699955
133,25.2297971887
134,22.00550281319998
135,21.368368413999992
136,35.111978888199985
137,45.459524403699994
138,49.27200056230001
139,46.72257478699999
140,45.82722892749995
141,43.718646449800005
142,26.094226597800013
143,11.966562527200006
144,20.418056361300025
145,19.781673538000003
146,20.316582392799983
147,48.5837601968
148,50.88261297839998
149,46.76654961980002
150,47.1758321137
151,17.329876862499983
152,16.1323878358
153,15.955259195299993
154,11.083337583590003
155,18.33200656830001
156,36.58340950189995
157,45.46468637279998
158,40.84534489520002
159,44.28605127189998
160,48.730345178100016
161,50.27131709449999
162,48.60633547580001
163,47.66928062669999
164,44.440935262599986
165,25.873676867100027
166,15.5048280333
167,19.19615153939998
168,15.636652870699997
169,14.857693459600007
170,10.149718415009989
171,10.822289852070005
172,43.84920495720001
173,48.369371890500005
174,44.61951496870002
175,25.910219108500037
176,18.16932607959999
177,16.760163106300006
178,19.514954817899994
179,10.476407244650007
